Date,Open,High,Low,Close,Volume
20221103 135800,20130,20135,20130,20135,7
20221103 135900,20120,20120,20115,20120,6
20221103 140000,20115,20115,20105,20105,44
20221103 140100,20120,20160,20100,20100,96
20221103 140200,20105,20125,20100,20125,42
20221103 140300,20140,20140,20115,20115,54
20221103 140500,20130,20165,20130,20165,33
20221103 140600,20170,20170,20150,20150,14
20221103 140700,20165,20170,20165,20170,29
20221103 140900,20155,20170,20150,20150,48
20221103 141000,20155,20155,20155,20155,3
20221103 141200,20170,20170,20170,20170,3
20221103 141400,20190,20190,20190,20190,4
20221103 141500,20215,20245,20215,20245,21
20221103 141600,20255,20290,20255,20275,25
20221103 141700,20275,20275,20275,20275,12
20221103 141800,20275,20275,20260,20260,13
20221103 141900,20260,20260,20260,20260,1
20221103 142000,20275,20275,20275,20275,2
20221103 142100,20275,20295,20275,20295,6
20221103 142300,20265,20285,20265,20285,12
20221103 142400,20280,20305,20280,20285,26
20221103 142500,20300,20300,20290,20290,24
20221103 142600,20295,20320,20295,20320,21
20221103 142700,20320,20325,20305,20305,39
20221103 142800,20305,20315,20305,20310,26
20221103 142900,20320,20335,20315,20335,74
20221103 143000,20325,20325,20315,20315,65
20221103 143100,20320,20320,20290,20290,88
20221103 143200,20280,20280,20265,20265,31
20221103 143400,20290,20290,20290,20290,4
20221103 143500,20275,20275,20270,20270,49
20221103 143600,20265,20265,20265,20265,1
20221103 143700,20295,20295,20285,20285,6
20221103 143800,20300,20310,20300,20305,10
20221103 143900,20310,20320,20310,20310,116
20221103 144000,20315,20315,20315,20315,5
20221103 144100,20325,20325,20315,20315,34
20221103 144200,20320,20355,20315,20345,229
20221103 144300,20345,20345,20345,20345,39
20221103 144400,20340,20345,20335,20335,52
20221103 144500,20350,20350,20350,20350,35
20221103 144700,20345,20345,20335,20340,117
20221103 144800,20325,20340,20325,20340,18
20221103 144900,20345,20365,20345,20365,43
20221103 145000,20365,20370,20360,20365,138
20221103 145100,20360,20360,20350,20350,33
20221103 145200,20380,20380,20335,20335,90
20221103 145300,20335,20340,20335,20340,26
20221103 145400,20340,20340,20340,20340,3
20221103 145500,20350,20350,20330,20330,80
20221103 145600,20345,20350,20345,20350,30
20221103 145700,20350,20350,20340,20340,30
20221103 145900,20345,20345,20335,20345,46
20221103 150000,20340,20350,20340,20350,9
20221103 150100,20350,20350,20340,20345,28
20221103 150200,20350,20365,20340,20345,86
20221103 150300,20345,20355,20340,20355,84
20221103 150400,20350,20355,20350,20350,31
20221103 150500,20335,20340,20325,20335,35
20221103 150600,20335,20335,20315,20315,62
20221103 150700,20320,20320,20310,20310,12
20221103 150800,20310,20310,20300,20305,21
20221103 150900,20310,20310,20305,20305,16
20221103 151000,20290,20305,20290,20305,14
20221103 151100,20310,20320,20310,20310,7
20221103 151200,20315,20320,20315,20320,15
20221103 151300,20325,20325,20310,20310,36
20221103 151400,20300,20310,20295,20310,10
20221103 151500,20320,20320,20300,20300,31
20221103 151600,20300,20305,20300,20305,6
20221103 151700,20285,20290,20285,20290,6
20221103 151800,20280,20280,20270,20270,23
20221103 151900,20280,20280,20280,20280,11
20221103 152000,20275,20275,20270,20270,7
20221103 152100,20290,20290,20290,20290,3
20221103 152200,20290,20300,20290,20300,3
20221103 152400,20280,20280,20275,20275,10
20221103 152500,20275,20280,20265,20265,18
20221103 152600,20265,20265,20260,20260,32
20221103 152700,20280,20295,20280,20295,14
20221103 152800,20295,20300,20285,20285,23
20221103 153000,20265,20265,20265,20265,2
20221103 153100,20275,20280,20275,20280,17
20221103 153200,20270,20275,20255,20255,11
20221103 153300,20255,20255,20250,20250,4
20221103 153400,20245,20245,20240,20240,6
20221103 153500,20235,20235,20235,20235,6
20221103 153600,20245,20265,20245,20265,20
20221103 153700,20275,20275,20275,20275,2
20221103 153800,20275,20285,20275,20285,31
20221103 153900,20285,20290,20285,20290,20
20221103 154000,20290,20295,20285,20295,44
20221103 154100,20295,20295,20295,20295,2
20221103 154400,20280,20290,20280,20290,2
20221103 154500,20285,20285,20280,20285,13
20221103 154600,20290,20310,20290,20310,9
20221103 154700,20300,20315,20300,20315,5
20221103 154800,20310,20310,20305,20305,5
20221103 154900,20295,20295,20290,20290,3
20221103 155000,20270,20285,20270,20285,2
20221103 155100,20290,20290,20270,20280,11
20221103 155200,20260,20270,20260,20260,6
20221103 155300,20265,20270,20265,20270,15
20221103 155400,20265,20265,20265,20265,10
20221103 155500,20270,20270,20270,20270,2
20221103 155600,20265,20265,20265,20265,20
20221103 155700,20265,20265,20260,20260,5
20221103 155800,20260,20260,20260,20260,1
20221103 155900,20270,20270,20265,20265,4
20221103 160000,20265,20265,20265,20265,1
20221103 160100,20275,20280,20275,20275,16
20221103 160200,20275,20275,20275,20275,12
20221103 160400,20295,20295,20295,20295,3
20221103 160500,20285,20285,20285,20285,2
20221103 160600,20290,20290,20290,20290,1
20221103 160700,20300,20305,20300,20305,6
20221103 160800,20305,20305,20300,20300,19
20221103 160900,20275,20275,20275,20275,1
20221103 161000,20280,20280,20280,20280,3
20221103 161100,20290,20290,20290,20290,1
20221103 161700,20305,20310,20300,20300,9
20221103 161900,20305,20310,20305,20310,6
20221103 162000,20305,20310,20300,20305,67
20221103 162100,20300,20300,20280,20290,10
20221103 162200,20290,20295,20290,20290,21
20221103 162300,20290,20290,20270,20270,7
20221103 162500,20260,20270,20260,20270,2
20221103 162600,20260,20270,20260,20270,3
20221103 162700,20270,20270,20270,20270,11
20221103 162800,20275,20280,20275,20280,5
20221103 162900,20275,20275,20275,20275,1
20221103 163000,20260,20260,20260,20260,1
20221103 163100,20270,20275,20270,20275,3
20221103 163200,20270,20280,20270,20280,5
20221103 163400,20280,20280,20280,20280,1
20221103 163500,20290,20290,20290,20290,5
20221103 163700,20270,20270,20270,20270,8
20221103 163800,20270,20275,20260,20275,16
20221103 164200,20285,20285,20280,20280,12
20221103 164300,20295,20300,20295,20295,4
20221103 164400,20300,20315,20300,20310,45
20221103 164500,20315,20315,20315,20315,7
20221103 164600,20315,20315,20315,20315,3
20221103 164700,20325,20325,20325,20325,5
20221103 164800,20325,20325,20320,20320,11
20221103 164900,20315,20320,20310,20315,41
20221103 165000,20315,20315,20315,20315,2
20221103 165100,20315,20320,20315,20315,18
20221103 165200,20315,20325,20315,20325,25
20221103 165300,20330,20330,20330,20330,3
20221103 165500,20330,20330,20330,20330,11
20221103 165700,20330,20330,20330,20330,3
20221103 165900,20320,20320,20320,20320,2
20221103 170000,20320,20320,20320,20320,1
20221103 170100,20315,20315,20315,20315,1
20221103 170200,20310,20310,20310,20310,33
20221103 170300,20310,20310,20310,20310,1
20221103 170400,20310,20310,20305,20305,3
20221103 170600,20300,20300,20300,20300,2
20221103 171300,20295,20295,20290,20290,12
20221103 171900,20295,20295,20295,20295,10
20221103 172100,20270,20270,20270,20270,4
20221103 172300,20270,20270,20265,20270,26
20221103 172400,20275,20275,20265,20265,29
20221103 172600,20250,20250,20250,20250,1
20221103 172700,20250,20250,20250,20250,7
20221103 173200,20265,20265,20265,20265,2
20221103 173400,20245,20245,20245,20245,3
20221103 173500,20235,20235,20235,20235,3
20221103 175700,20260,20260,20245,20245,17
20221103 180000,20245,20245,20245,20245,2
20221103 180100,20250,20250,20250,20250,14
20221103 180200,20255,20255,20245,20245,4
20221103 180300,20245,20245,20245,20245,1
20221103 180400,20230,20230,20220,20225,16
20221103 180500,20225,20225,20220,20220,6
20221103 180700,20230,20230,20230,20230,1
20221103 181200,20210,20210,20200,20200,6
20221103 181300,20190,20190,20190,20190,15
20221103 181400,20195,20195,20195,20195,2
20221103 181700,20215,20215,20215,20215,1
20221103 181800,20215,20225,20215,20225,37
20221103 182600,20265,20265,20265,20265,2
20221103 182700,20255,20255,20255,20255,2
20221103 182800,20250,20270,20250,20265,12
20221103 182900,20255,20255,20255,20255,1
20221103 183300,20255,20275,20255,20275,3
20221103 183400,20275,20275,20275,20275,3
20221103 183600,20270,20270,20270,20270,4
20221103 183700,20265,20270,20265,20270,4
20221103 183800,20260,20260,20255,20255,14
20221103 184200,20250,20255,20250,20255,6
20221103 184400,20245,20245,20245,20245,1
20221103 184500,20245,20250,20245,20250,27
20221103 184700,20260,20260,20260,20260,8
20221103 185100,20270,20270,20270,20270,1
20221103 185200,20265,20265,20265,20265,3
20221103 185300,20275,20275,20275,20275,5
20221103 185400,20280,20280,20280,20280,5
20221103 185500,20280,20280,20270,20270,20
20221103 185700,20270,20270,20270,20270,2
20221103 185800,20270,20290,20270,20280,28
20221103 185900,20275,20275,20265,20265,6
20221103 190000,20255,20255,20255,20255,7
20221103 190200,20255,20255,20255,20255,2
20221103 190700,20250,20250,20250,20250,2
20221103 190800,20250,20250,20250,20250,1
20221103 190900,20255,20255,20255,20255,12
20221103 191000,20250,20250,20250,20250,2
20221103 191100,20250,20250,20250,20250,10
20221103 191600,20255,20255,20255,20255,1
20221103 191800,20250,20250,20250,20250,1
20221103 192000,20245,20245,20245,20245,22
20221103 192100,20245,20250,20245,20250,9
20221103 192400,20255,20255,20250,20250,14
20221103 192500,20255,20255,20255,20255,6
20221103 192700,20260,20260,20260,20260,16
20221103 193300,20275,20275,20275,20275,4
20221103 193400,20285,20285,20285,20285,4
20221103 193500,20290,20290,20290,20290,2
20221103 193600,20285,20285,20280,20280,21
20221103 193700,20260,20260,20260,20260,2
20221103 193800,20265,20265,20265,20265,1
20221103 194000,20260,20265,20260,20260,5
20221103 194100,20250,20250,20250,20250,2
20221103 194300,20265,20265,20265,20265,1
20221103 194400,20260,20260,20260,20260,27
20221103 194600,20260,20260,20255,20255,12
20221103 194700,20260,20260,20255,20255,5
20221103 194900,20250,20260,20245,20260,7
20221103 195100,20245,20250,20245,20250,21
20221103 195200,20250,20255,20250,20255,41
20221103 195400,20250,20250,20250,20250,2
20221103 195500,20245,20255,20245,20255,18
20221103 195700,20250,20250,20250,20250,3
20221103 195900,20245,20260,20245,20250,71
20221103 200000,20260,20290,20260,20270,97
20221103 200100,20290,20290,20285,20290,15
20221103 200200,20280,20280,20280,20280,1
20221103 200300,20270,20270,20265,20265,23
20221103 200700,20245,20245,20245,20245,1
20221103 200900,20250,20250,20250,20250,2
20221103 201500,20250,20250,20250,20250,2
20221103 201800,20245,20245,20245,20245,2
20221103 202000,20250,20250,20250,20250,4
20221103 202500,20255,20255,20255,20255,2
20221103 203000,20265,20265,20265,20265,4
20221103 203400,20270,20270,20270,20270,10
20221103 203800,20265,20265,20265,20265,1
20221103 204100,20265,20265,20265,20265,42
20221103 204500,20240,20240,20240,20240,4
20221103 204600,20245,20245,20245,20245,1
20221103 204900,20250,20250,20250,20250,8
20221103 205000,20250,20275,20240,20275,27
20221103 205500,20265,20265,20265,20265,2
20221103 205800,20250,20250,20250,20250,1
20221103 205900,20250,20250,20245,20245,6
20221103 210000,20260,20260,20250,20260,8
20221103 220100,20220,20220,20220,20220,2
20221103 220200,20260,20260,20245,20245,10
20221103 220300,20275,20275,20275,20275,3
20221103 221100,20250,20250,20250,20250,15
20221103 221200,20245,20250,20235,20235,15
20221103 222000,20190,20190,20180,20180,12
20221103 222300,20225,20225,20225,20225,15
20221103 222600,20240,20240,20240,20240,2
20221103 223100,20260,20260,20245,20245,3
20221103 223700,20220,20220,20220,20220,1
20221103 230000,20210,20210,20210,20210,1
20221103 230100,20215,20215,20205,20215,8
20221103 232000,20185,20185,20180,20180,10
20221103 232100,20180,20180,20180,20180,1
20221103 233000,20195,20195,20195,20195,1
20221103 235600,20240,20240,20240,20240,1
20221104 000100,20240,20240,20240,20240,1
20221104 000200,20250,20250,20250,20250,1
20221104 000300,20250,20250,20235,20235,9
20221104 000400,20230,20230,20230,20230,1
20221104 001400,20230,20230,20230,20230,1
20221104 001600,20240,20240,20240,20240,1
20221104 001800,20225,20225,20225,20225,1
20221104 001900,20250,20250,20250,20250,1
20221104 002000,20265,20290,20260,20280,71
20221104 002200,20280,20280,20280,20280,1
20221104 002300,20290,20305,20290,20305,8
20221104 002400,20325,20330,20320,20320,11
20221104 002600,20330,20330,20330,20330,2
20221104 002900,20325,20325,20320,20320,3
20221104 003900,20295,20295,20295,20295,2
20221104 004900,20300,20300,20300,20300,1
20221104 005100,20315,20315,20315,20315,1
20221104 005700,20325,20325,20325,20325,2
20221104 010000,20305,20305,20305,20305,4
20221104 010200,20325,20325,20325,20325,3
20221104 012900,20265,20265,20265,20265,1
20221104 013400,20290,20290,20290,20290,1
20221104 020500,20315,20320,20315,20320,2
20221104 022900,20340,20340,20340,20340,6
20221104 024900,20330,20330,20330,20330,1
20221104 025600,20350,20350,20350,20350,29
20221104 030400,20355,20355,20355,20355,1
20221104 031600,20315,20315,20315,20315,3
20221104 032400,20310,20310,20310,20310,1
20221104 032600,20335,20335,20335,20335,1
20221104 033900,20340,20340,20340,20340,1
20221104 034900,20350,20350,20350,20350,5
20221104 035100,20350,20350,20350,20350,6
20221104 035700,20345,20345,20345,20345,2
20221104 040900,20335,20335,20335,20335,1
20221104 041500,20355,20355,20355,20355,1
20221104 042100,20345,20345,20345,20345,1
20221104 043000,20355,20375,20355,20375,31
20221104 043100,20370,20370,20370,20370,1
20221104 043300,20355,20355,20355,20355,4
20221104 044600,20345,20345,20345,20345,1
20221104 051100,20375,20405,20375,20380,608
20221104 051300,20380,20380,20380,20380,8
20221104 051500,20380,20395,20380,20395,45
20221104 052000,20400,20405,20400,20405,49
20221104 052300,20410,20410,20410,20410,1
20221104 054000,20420,20425,20415,20420,58
20221104 054100,20430,20445,20430,20430,60
20221104 054300,20420,20420,20420,20420,1
20221104 054900,20445,20445,20445,20445,6
20221104 055000,20455,20480,20450,20450,133
20221104 055100,20465,20475,20465,20475,2
20221104 055200,20495,20505,20495,20505,3
20221104 055300,20500,20500,20500,20500,1
20221104 055400,20515,20515,20515,20515,1
20221104 060300,20530,20535,20530,20535,27
20221104 060400,20540,20540,20535,20535,3
20221104 060500,20540,20540,20540,20540,1
20221104 060600,20550,20580,20550,20580,15
20221104 060700,20580,20605,20580,20600,46
20221104 060800,20610,20650,20610,20630,110
20221104 061000,20640,20640,20630,20630,2
20221104 061100,20640,20675,20640,20670,65
20221104 061600,20620,20620,20620,20620,1
20221104 061800,20655,20655,20635,20635,7
20221104 061900,20640,20640,20640,20640,29
20221104 062000,20635,20635,20635,20635,4
20221104 062100,20645,20645,20645,20645,1
20221104 062200,20660,20660,20660,20660,12
20221104 062300,20665,20680,20665,20680,3
20221104 062400,20690,20690,20690,20690,5
20221104 062500,20650,20650,20650,20650,1
20221104 062800,20655,20660,20655,20655,6
20221104 063100,20660,20665,20660,20660,5
20221104 063200,20665,20665,20665,20665,1
20221104 063400,20685,20730,20685,20725,98
20221104 063500,20725,20730,20685,20690,17
20221104 063700,20720,20720,20720,20720,3
20221104 063900,20690,20690,20675,20675,12
20221104 064000,20660,20665,20660,20660,75
20221104 064100,20665,20665,20665,20665,10
20221104 064400,20650,20650,20650,20650,1
20221104 064900,20630,20630,20630,20630,1
20221104 065200,20660,20660,20660,20660,38
20221104 065600,20645,20645,20645,20645,1
20221104 065800,20660,20660,20650,20650,21
20221104 070000,20655,20655,20655,20655,1
20221104 070200,20665,20665,20665,20665,2
20221104 070300,20680,20680,20680,20680,1
20221104 070700,20660,20660,20660,20660,1
20221104 070900,20655,20660,20655,20660,3
20221104 071100,20655,20655,20655,20655,1
20221104 071400,20640,20640,20640,20640,12
20221104 071500,20635,20640,20635,20635,54
20221104 071800,20620,20620,20615,20615,15
20221104 071900,20615,20615,20615,20615,10
20221104 072000,20615,20615,20595,20600,122
20221104 072100,20610,20630,20610,20630,36
20221104 072200,20635,20635,20635,20635,5
20221104 072300,20625,20625,20625,20625,3
20221104 072400,20630,20630,20630,20630,5
20221104 072500,20635,20635,20620,20620,14
20221104 072600,20630,20630,20630,20630,20
20221104 073000,20615,20615,20615,20615,3
20221104 073100,20620,20620,20605,20605,15
20221104 073200,20595,20595,20595,20595,2
20221104 073400,20610,20620,20610,20620,10
20221104 073500,20620,20620,20620,20620,3
20221104 073600,20645,20645,20645,20645,5
20221104 073900,20625,20625,20620,20625,83
20221104 074300,20645,20645,20645,20645,1
20221104 074900,20650,20650,20650,20650,1
20221104 075100,20650,20650,20650,20650,1
20221104 075200,20660,20660,20660,20660,1
20221104 075300,20665,20665,20655,20655,12
20221104 075400,20660,20660,20660,20660,2
20221104 075500,20660,20660,20660,20660,1
20221104 075600,20655,20655,20655,20655,1
20221104 080100,20660,20660,20660,20660,2
20221104 080200,20655,20655,20655,20655,11
20221104 082100,20655,20655,20655,20655,20
20221104 082200,20645,20645,20645,20645,1
20221104 082300,20645,20645,20645,20645,19
20221104 082800,20655,20655,20650,20650,11
20221104 083600,20675,20675,20675,20675,1
20221104 083800,20675,20675,20675,20675,1
20221104 085600,20645,20645,20645,20645,40
20221104 085700,20640,20640,20640,20640,1
20221104 085800,20635,20635,20635,20635,44
20221104 085900,20640,20640,20640,20640,4
20221104 090000,20625,20625,20625,20625,3
20221104 090300,20645,20645,20645,20645,29
20221104 091700,20645,20650,20645,20650,31
20221104 091800,20655,20660,20635,20650,18
20221104 092000,20645,20645,20645,20645,1
20221104 092300,20640,20640,20640,20640,1
20221104 092600,20635,20635,20635,20635,1
20221104 093800,20665,20665,20665,20665,1
20221104 093900,20665,20665,20660,20660,2
20221104 094000,20665,20665,20665,20665,3
20221104 094600,20655,20655,20655,20655,1
20221104 094800,20660,20660,20660,20660,3
20221104 094900,20655,20655,20655,20655,1
20221104 095200,20635,20635,20635,20635,10
20221104 095600,20610,20630,20610,20630,24
20221104 100000,20610,20610,20610,20610,3
20221104 101200,20620,20620,20620,20620,1
20221104 101500,20615,20615,20615,20615,1
20221104 102000,20590,20590,20590,20590,1
20221104 103100,20635,20635,20635,20635,30
20221104 103200,20640,20640,20640,20640,9
20221104 103300,20635,20635,20635,20635,1
20221104 103700,20650,20650,20645,20645,14
20221104 103900,20650,20650,20650,20650,1
20221104 104100,20660,20660,20655,20655,2
20221104 104200,20660,20660,20660,20660,2
20221104 104300,20650,20650,20645,20645,125
20221104 104400,20650,20650,20650,20650,10
20221104 104900,20650,20650,20650,20650,2
20221104 105500,20655,20660,20655,20660,2
20221104 105600,20655,20655,20655,20655,1
20221104 105800,20675,20675,20675,20675,5
20221104 110000,20685,20685,20685,20685,1
20221104 110100,20695,20695,20670,20670,29
20221104 110500,20675,20675,20675,20675,1
20221104 110800,20660,20660,20660,20660,1
20221104 111000,20655,20675,20655,20655,105
20221104 111100,20660,20660,20650,20650,4
20221104 111200,20680,20680,20670,20670,2
20221104 111400,20660,20660,20660,20660,7
20221104 111500,20670,20670,20670,20670,2
20221104 111600,20670,20670,20670,20670,2
20221104 111700,20675,20675,20675,20675,1
20221104 111800,20680,20680,20680,20680,1
20221104 112500,20660,20660,20660,20660,2
20221104 112600,20650,20650,20650,20650,1
20221104 112800,20660,20660,20660,20660,1
20221104 113700,20645,20645,20645,20645,1
20221104 114100,20625,20625,20625,20625,5
20221104 114200,20635,20635,20635,20635,2
20221104 114500,20625,20625,20625,20625,30
20221104 115100,20620,20620,20605,20605,59
20221104 115200,20590,20590,20590,20590,8
20221104 115300,20600,20600,20600,20600,1
20221104 115600,20620,20620,20620,20620,3
20221104 120000,20580,20580,20580,20580,2
20221104 120200,20585,20585,20585,20585,3
20221104 120300,20575,20575,20575,20575,1
20221104 120400,20600,20600,20600,20600,1
20221104 120500,20565,20565,20560,20560,18
20221104 120600,20550,20550,20535,20535,42
20221104 120700,20525,20540,20525,20540,3
20221104 120800,20520,20520,20505,20505,19
20221104 120900,20500,20505,20500,20505,8
20221104 121000,20510,20520,20510,20510,7
20221104 121100,20515,20515,20515,20515,1
20221104 121200,20540,20540,20540,20540,4
20221104 121300,20540,20540,20540,20540,2
20221104 121400,20525,20525,20525,20525,54
20221104 121500,20520,20520,20520,20520,40
20221104 122300,20550,20550,20550,20550,4
20221104 122700,20510,20515,20510,20515,2
20221104 122800,20515,20515,20515,20515,22
20221104 122900,20535,20535,20510,20510,9
20221104 123000,20505,20555,20505,20555,32
20221104 123100,20575,20590,20235,20460,312
20221104 123200,20445,20455,20425,20445,42
20221104 123300,20515,20630,20505,20610,44
20221104 123400,20625,20625,20560,20560,16
20221104 123500,20565,20565,20565,20565,1
20221104 123600,20630,20630,20630,20630,4
20221104 123700,20645,20700,20645,20665,84
20221104 123800,20660,20665,20660,20665,7
20221104 123900,20670,20730,20670,20725,39
20221104 124000,20715,20730,20715,20725,21
20221104 124100,20760,20765,20695,20695,33
20221104 124200,20695,20695,20685,20685,15
20221104 124300,20690,20700,20675,20675,53
20221104 124400,20670,20670,20650,20650,7
20221104 124500,20660,20680,20660,20680,30
20221104 124600,20680,20715,20675,20715,61
20221104 124700,20720,20720,20720,20720,4
20221104 124800,20745,20770,20740,20755,42
20221104 124900,20755,20755,20735,20735,15
20221104 125000,20715,20725,20715,20725,7
20221104 125400,20705,20705,20680,20680,5
20221104 125600,20705,20730,20705,20730,2
20221104 125700,20710,20710,20695,20695,8
20221104 125800,20705,20730,20705,20730,38
20221104 125900,20740,20800,20740,20800,30
20221104 130000,20785,20810,20785,20800,24
20221104 130100,20805,20820,20795,20820,62
20221104 130200,20820,20820,20820,20820,3
20221104 130300,20830,20850,20825,20825,26
20221104 130400,20835,20850,20835,20835,6
20221104 130500,20835,20835,20835,20835,2
20221104 130700,20790,20795,20785,20790,28
20221104 130800,20800,20800,20790,20790,10
20221104 130900,20805,20815,20790,20790,26
20221104 131100,20795,20800,20795,20800,24
20221104 131200,20815,20830,20805,20820,22
20221104 131300,20820,20820,20820,20820,1
20221104 131400,20830,20850,20830,20850,28
20221104 131500,20835,20840,20835,20840,9
20221104 131600,20825,20850,20825,20850,69
20221104 131700,20875,20920,20875,20910,141
20221104 131800,20905,20905,20905,20905,1
20221104 131900,20890,20890,20890,20890,6
20221104 132100,20865,20865,20865,20865,2
20221104 132200,20880,20880,20880,20880,1
20221104 132300,20865,20865,20865,20865,4
20221104 132400,20870,20870,20840,20840,17
20221104 132500,20845,20865,20845,20865,4
