Date,Open,High,Low,Close,Volume
20221103 095000,88.51,88.52,88.27,88.32,844
20221103 095100,88.33,88.33,88.18,88.31,438
20221103 095200,88.3,88.4,88.3,88.36,120
20221103 095300,88.36,88.43,88.31,88.42,192
20221103 095400,88.41,88.44,88.38,88.44,194
20221103 095500,88.43,88.43,88.37,88.42,94
20221103 095600,88.4,88.47,88.38,88.39,104
20221103 095700,88.39,88.41,88.36,88.41,88
20221103 095800,88.42,88.42,88.38,88.4,43
20221103 095900,88.4,88.45,88.38,88.44,65
20221103 100000,88.44,88.52,88.44,88.51,169
20221103 100100,88.5,88.74,88.49,88.73,263
20221103 100200,88.73,88.74,88.59,88.62,168
20221103 100300,88.6,88.7,88.6,88.68,93
20221103 100400,88.68,88.69,88.63,88.68,63
20221103 100500,88.69,88.7,88.62,88.62,44
20221103 100600,88.63,88.67,88.59,88.61,126
20221103 100700,88.62,88.73,88.62,88.69,144
20221103 100800,88.7,88.7,88.6,88.63,56
20221103 100900,88.62,88.68,88.6,88.67,41
20221103 101000,88.67,88.72,88.67,88.7,61
20221103 101100,88.71,88.73,88.69,88.7,85
20221103 101200,88.72,88.75,88.71,88.71,67
20221103 101300,88.73,88.78,88.71,88.75,113
20221103 101400,88.74,88.77,88.7,88.71,165
20221103 101500,88.71,88.73,88.66,88.68,65
20221103 101600,88.67,88.69,88.62,88.69,83
20221103 101700,88.69,88.69,88.66,88.68,50
20221103 101800,88.67,88.7,88.62,88.63,47
20221103 101900,88.63,88.66,88.6,88.65,124
20221103 102000,88.64,88.7,88.64,88.7,70
20221103 102100,88.69,88.75,88.69,88.74,104
20221103 102200,88.74,88.87,88.73,88.86,152
20221103 102300,88.86,88.86,88.8,88.85,78
20221103 102400,88.84,88.91,88.82,88.91,169
20221103 102500,88.91,88.91,88.84,88.88,105
20221103 102600,88.89,88.93,88.88,88.9,71
20221103 102700,88.88,88.91,88.86,88.9,84
20221103 102800,88.91,88.92,88.87,88.88,71
20221103 102900,88.88,88.91,88.83,88.85,70
20221103 103000,88.84,88.86,88.8,88.84,94
20221103 103100,88.83,88.87,88.83,88.85,43
20221103 103200,88.84,88.84,88.71,88.74,118
20221103 103300,88.74,88.76,88.67,88.69,113
20221103 103400,88.69,88.74,88.66,88.66,114
20221103 103500,88.66,88.69,88.64,88.68,57
20221103 103600,88.67,88.73,88.67,88.73,69
20221103 103700,88.74,88.76,88.7,88.73,58
20221103 103800,88.74,88.76,88.73,88.73,45
20221103 103900,88.74,88.75,88.71,88.75,26
20221103 104000,88.75,88.75,88.72,88.73,18
20221103 104100,88.74,88.75,88.7,88.73,43
20221103 104200,88.74,88.77,88.66,88.66,59
20221103 104300,88.68,88.68,88.57,88.61,143
20221103 104400,88.62,88.62,88.55,88.58,107
20221103 104500,88.56,88.58,88.54,88.56,90
20221103 104600,88.55,88.6,88.52,88.58,84
20221103 104700,88.59,88.64,88.59,88.64,69
20221103 104800,88.64,88.66,88.61,88.61,65
20221103 104900,88.61,88.61,88.55,88.56,90
20221103 105000,88.55,88.57,88.54,88.56,55
20221103 105100,88.56,88.58,88.51,88.54,124
20221103 105200,88.54,88.56,88.53,88.55,37
20221103 105300,88.54,88.54,88.45,88.46,187
20221103 105400,88.45,88.47,88.44,88.46,64
20221103 105500,88.47,88.5,88.47,88.49,41
20221103 105600,88.48,88.52,88.48,88.51,49
20221103 105700,88.5,88.55,88.5,88.53,61
20221103 105800,88.53,88.57,88.51,88.56,42
20221103 105900,88.56,88.58,88.54,88.55,26
20221103 110000,88.55,88.56,88.52,88.55,26
20221103 110100,88.53,88.54,88.47,88.48,62
20221103 110200,88.47,88.52,88.45,88.51,54
20221103 110300,88.51,88.57,88.51,88.56,59
20221103 110400,88.55,88.68,88.55,88.67,236
20221103 110500,88.66,88.68,88.63,88.63,53
20221103 110600,88.63,88.64,88.59,88.6,42
20221103 110700,88.59,88.6,88.54,88.56,63
20221103 110800,88.55,88.6,88.54,88.58,20
20221103 110900,88.58,88.6,88.56,88.56,22
20221103 111000,88.56,88.6,88.54,88.58,75
20221103 111100,88.6,88.6,88.54,88.55,24
20221103 111200,88.56,88.62,88.55,88.59,71
20221103 111300,88.61,88.62,88.56,88.58,76
20221103 111400,88.58,88.58,88.51,88.52,71
20221103 111500,88.53,88.53,88.47,88.48,42
20221103 111600,88.48,88.53,88.47,88.47,247
20221103 111700,88.47,88.51,88.45,88.5,72
20221103 111800,88.51,88.53,88.49,88.49,40
20221103 111900,88.49,88.53,88.47,88.48,121
20221103 112000,88.48,88.52,88.48,88.5,92
20221103 112100,88.5,88.52,88.47,88.49,118
20221103 112200,88.49,88.5,88.46,88.49,47
20221103 112300,88.47,88.51,88.46,88.5,39
20221103 112400,88.5,88.55,88.47,88.49,146
20221103 112500,88.48,88.49,88.45,88.46,99
20221103 112600,88.47,88.52,88.45,88.47,119
20221103 112700,88.49,88.51,88.47,88.5,43
20221103 112800,88.48,88.51,88.48,88.48,50
20221103 112900,88.48,88.49,88.44,88.46,156
20221103 113000,88.46,88.47,88.43,88.44,101
20221103 113100,88.44,88.49,88.43,88.46,65
20221103 113200,88.46,88.49,88.41,88.49,154
20221103 113300,88.49,88.61,88.49,88.61,124
20221103 113400,88.6,88.61,88.55,88.57,69
20221103 113500,88.58,88.73,88.56,88.69,170
20221103 113600,88.69,88.7,88.64,88.68,124
20221103 113700,88.65,88.69,88.63,88.69,55
20221103 113800,88.68,88.73,88.67,88.7,137
20221103 113900,88.7,88.77,88.7,88.74,85
20221103 114000,88.74,88.76,88.7,88.71,95
20221103 114100,88.72,88.76,88.68,88.72,61
20221103 114200,88.72,88.75,88.7,88.7,29
20221103 114300,88.69,88.73,88.68,88.73,37
20221103 114400,88.72,88.76,88.7,88.74,67
20221103 114500,88.73,88.73,88.68,88.7,31
20221103 114600,88.71,88.75,88.68,88.72,101
20221103 114700,88.7,88.72,88.69,88.7,40
20221103 114800,88.71,88.76,88.71,88.72,59
20221103 114900,88.73,88.73,88.71,88.72,33
20221103 115000,88.73,88.73,88.71,88.72,12
20221103 115100,88.72,88.79,88.72,88.74,46
20221103 115200,88.74,88.78,88.74,88.77,59
20221103 115300,88.79,88.86,88.79,88.82,160
20221103 115400,88.83,88.85,88.81,88.85,50
20221103 115500,88.85,88.98,88.85,88.96,310
20221103 115600,88.96,88.99,88.95,88.96,109
20221103 115700,88.96,88.97,88.91,88.94,93
20221103 115800,88.95,88.95,88.9,88.92,51
20221103 115900,88.91,88.97,88.91,88.96,31
20221103 120000,88.97,89.07,88.96,89.05,134
20221103 120100,89.05,89.05,88.93,89,172
20221103 120200,89.01,89.01,88.87,88.87,129
20221103 120300,88.87,89,88.86,88.99,215
20221103 120400,88.99,89.06,88.99,89.02,139
20221103 120500,89.02,89.12,88.99,89.12,189
20221103 120600,89.12,89.15,89.06,89.15,332
20221103 120700,89.15,89.17,89.07,89.08,217
20221103 120800,89.1,89.12,88.99,89.04,189
20221103 120900,89.04,89.08,89.03,89.06,70
20221103 121000,89.06,89.06,88.99,88.99,73
20221103 121100,88.99,89.03,88.96,89.01,111
20221103 121200,89,89.05,88.95,89,152
20221103 121300,89.01,89.02,88.91,88.97,167
20221103 121400,88.99,89.05,88.98,89.02,76
20221103 121500,89.01,89.09,89,89.09,105
20221103 121600,89.09,89.12,89.06,89.07,117
20221103 121700,89.07,89.07,89.03,89.03,82
20221103 121800,89.04,89.07,89,89.02,98
20221103 121900,89.02,89.07,89.01,89.05,66
20221103 122000,89.06,89.08,88.97,88.98,74
20221103 122100,88.97,88.98,88.94,88.97,75
20221103 122200,88.96,88.97,88.89,88.93,128
20221103 122300,88.93,88.94,88.84,88.86,172
20221103 122400,88.85,88.9,88.85,88.87,113
20221103 122500,88.86,88.97,88.85,88.96,159
20221103 122600,88.96,89,88.94,88.98,80
20221103 122700,88.99,88.99,88.9,88.9,124
20221103 122800,88.9,88.95,88.88,88.93,63
20221103 122900,88.92,88.94,88.88,88.89,43
20221103 123000,88.89,88.93,88.87,88.91,64
20221103 123100,88.93,88.99,88.91,88.94,178
20221103 123200,88.94,89.01,88.92,88.96,87
20221103 123300,88.95,88.95,88.87,88.88,117
20221103 123400,88.88,88.89,88.84,88.86,111
20221103 123500,88.86,88.87,88.74,88.81,274
20221103 123600,88.81,88.85,88.77,88.79,136
20221103 123700,88.78,88.79,88.7,88.73,237
20221103 123800,88.73,88.74,88.65,88.66,506
20221103 123900,88.65,88.78,88.65,88.77,128
20221103 124000,88.76,88.82,88.74,88.79,134
20221103 124100,88.78,88.8,88.74,88.79,90
20221103 124200,88.79,88.8,88.75,88.77,106
20221103 124300,88.77,88.78,88.71,88.77,79
20221103 124400,88.77,88.84,88.74,88.77,182
20221103 124500,88.76,88.76,88.72,88.72,106
20221103 124600,88.73,88.73,88.64,88.65,132
20221103 124700,88.66,88.67,88.6,88.61,113
20221103 124800,88.61,88.65,88.56,88.61,116
20221103 124900,88.6,88.64,88.59,88.63,66
20221103 125000,88.63,88.65,88.6,88.64,53
20221103 125100,88.64,88.68,88.62,88.68,213
20221103 125200,88.67,88.73,88.64,88.71,220
20221103 125300,88.71,88.76,88.7,88.73,118
20221103 125400,88.72,88.75,88.7,88.72,83
20221103 125500,88.71,88.74,88.7,88.73,106
20221103 125600,88.74,88.76,88.58,88.65,267
20221103 125700,88.65,88.66,88.61,88.65,155
20221103 125800,88.65,88.66,88.59,88.62,92
20221103 125900,88.6,88.6,88.44,88.53,460
20221103 130000,88.54,88.62,88.52,88.52,250
20221103 130100,88.53,88.54,88.35,88.35,1094
20221103 130200,88.35,88.42,88.31,88.4,1221
20221103 130300,88.4,88.57,88.36,88.55,538
20221103 130400,88.54,88.55,88.45,88.52,410
20221103 130500,88.52,88.59,88.5,88.55,282
20221103 130600,88.54,88.57,88.48,88.57,346
20221103 130700,88.57,88.57,88.41,88.52,400
20221103 130800,88.52,88.55,88.5,88.5,297
20221103 130900,88.51,88.54,88.48,88.48,228
20221103 131000,88.47,88.52,88.44,88.5,191
20221103 131100,88.49,88.53,88.48,88.51,159
20221103 131200,88.51,88.65,88.51,88.63,407
20221103 131300,88.62,88.7,88.59,88.69,303
20221103 131400,88.69,88.74,88.64,88.73,236
20221103 131500,88.74,88.75,88.66,88.7,260
20221103 131600,88.69,88.71,88.57,88.58,241
20221103 131700,88.58,88.58,88.47,88.49,349
20221103 131800,88.47,88.57,88.47,88.54,213
20221103 131900,88.54,88.58,88.48,88.57,133
20221103 132000,88.56,88.6,88.54,88.54,163
20221103 132100,88.55,88.55,88.45,88.48,198
20221103 132200,88.47,88.48,88.36,88.36,377
20221103 132300,88.37,88.37,88.24,88.27,1078
20221103 132400,88.27,88.3,88.23,88.29,787
20221103 132500,88.27,88.33,88.26,88.32,454
20221103 132600,88.32,88.33,88.25,88.31,472
20221103 132700,88.3,88.35,88.29,88.32,267
20221103 132800,88.32,88.45,88.28,88.43,669
20221103 132900,88.42,88.43,88.31,88.32,344
20221103 133000,88.3,88.33,87.88,87.93,2088
20221103 133100,87.92,88.14,87.88,88.07,1122
20221103 133200,88.06,88.06,87.87,87.96,883
20221103 133300,87.97,87.97,87.65,87.68,2074
20221103 133400,87.69,88.04,87.65,87.98,1418
20221103 133500,87.99,88.2,87.99,88.13,833
20221103 133600,88.14,88.18,88.02,88.1,610
20221103 133700,88.09,88.09,87.98,88.02,488
20221103 133800,88.02,88.07,87.93,88.05,398
20221103 133900,88.05,88.13,87.99,88.11,369
20221103 134000,88.1,88.15,87.99,88.15,358
20221103 134100,88.14,88.3,88.08,88.27,509
20221103 134200,88.27,88.64,88.19,88.61,997
20221103 134300,88.61,88.63,88.44,88.46,580
20221103 134400,88.46,88.5,88.36,88.45,547
20221103 134500,88.45,88.51,88.38,88.43,439
20221103 134600,88.43,88.45,88.25,88.26,553
20221103 134700,88.26,88.54,88.18,88.46,629
20221103 134800,88.47,88.53,88.3,88.33,441
20221103 134900,88.33,88.47,88.33,88.44,209
20221103 135000,88.44,88.52,88.35,88.39,369
20221103 135100,88.36,88.37,88.25,88.32,312
20221103 135200,88.32,88.37,88.24,88.31,352
20221103 135300,88.31,88.36,88.17,88.26,356
20221103 135400,88.26,88.32,88.24,88.32,170
20221103 135500,88.31,88.31,88.23,88.24,217
20221103 135600,88.23,88.4,88.2,88.38,392
20221103 135700,88.36,88.36,88.27,88.28,166
20221103 135800,88.29,88.3,88.13,88.15,319
20221103 135900,88.14,88.18,88.1,88.17,239
20221103 140000,88.16,88.26,88.09,88.22,263
20221103 140100,88.22,88.29,88.01,88.02,650
20221103 140200,88.02,88.1,87.87,87.99,697
20221103 140300,87.96,88.18,87.95,88.16,485
20221103 140400,88.15,88.32,88.12,88.12,677
20221103 140500,88.11,88.12,87.98,87.99,482
20221103 140600,88,88,87.79,87.9,745
20221103 140700,87.89,88.04,87.83,87.91,397
20221103 140800,87.9,87.94,87.83,87.9,361
20221103 140900,87.91,87.97,87.83,87.87,300
20221103 141000,87.87,87.88,87.77,87.81,916
20221103 141100,87.81,87.82,87.6,87.66,1225
20221103 141200,87.66,87.74,87.63,87.7,460
20221103 141300,87.69,87.76,87.65,87.72,501
20221103 141400,87.71,87.87,87.69,87.85,437
20221103 141500,87.87,88.25,87.87,88.19,829
20221103 141600,88.2,88.29,88.12,88.13,404
20221103 141700,88.14,88.23,88.14,88.16,403
20221103 141800,88.15,88.17,88.01,88.03,525
20221103 141900,88.03,88.04,87.89,87.91,324
20221103 142000,87.9,88.02,87.88,87.96,297
20221103 142100,87.96,88.06,87.87,87.93,400
20221103 142200,87.94,87.97,87.9,87.94,206
20221103 142300,87.93,88.01,87.9,87.91,438
20221103 142400,87.91,87.94,87.83,87.87,306
20221103 142500,87.87,87.94,87.85,87.9,224
20221103 142600,87.91,88.01,87.9,87.92,333
20221103 142700,87.92,87.97,87.89,87.93,214
20221103 142800,87.93,88.01,87.86,87.88,399
20221103 142900,87.89,88.05,87.86,88.04,320
20221103 143000,88.04,88.2,88.03,88.13,476
20221103 143100,88.12,88.27,88.11,88.22,603
20221103 143200,88.24,88.29,88.21,88.28,359
20221103 143300,88.28,88.42,88.26,88.37,525
20221103 143400,88.38,88.4,88.25,88.25,363
20221103 143500,88.25,88.26,88.04,88.1,570
20221103 143600,88.11,88.14,88.01,88.11,379
20221103 143700,88.1,88.16,88.03,88.09,331
20221103 143800,88.09,88.22,88.02,88.12,302
20221103 143900,88.13,88.18,88.05,88.11,213
20221103 144000,88.11,88.21,88.07,88.16,231
20221103 144100,88.16,88.33,88.16,88.26,398
20221103 144200,88.27,88.45,88.26,88.43,363
20221103 144300,88.42,88.45,88.35,88.42,390
20221103 144400,88.42,88.56,88.4,88.48,661
20221103 144500,88.49,88.61,88.49,88.56,380
20221103 144600,88.56,88.63,88.53,88.55,468
20221103 144700,88.55,88.62,88.52,88.62,410
20221103 144800,88.61,88.7,88.57,88.67,407
20221103 144900,88.66,88.71,88.63,88.65,452
20221103 145000,88.66,88.75,88.65,88.74,379
20221103 145100,88.74,88.88,88.73,88.86,1113
20221103 145200,88.86,89,88.85,88.93,742
20221103 145300,88.93,88.98,88.88,88.91,469
20221103 145400,88.91,88.91,88.76,88.77,474
20221103 145500,88.77,88.79,88.66,88.68,286
20221103 145600,88.69,88.72,88.64,88.71,316
20221103 145700,88.71,88.76,88.65,88.67,258
20221103 145800,88.67,88.72,88.66,88.68,185
20221103 145900,88.69,88.69,88.65,88.67,168
20221103 150000,88.67,88.69,88.63,88.67,212
20221103 150100,88.68,88.69,88.49,88.56,437
20221103 150200,88.55,88.6,88.51,88.56,213
20221103 150300,88.55,88.6,88.54,88.59,166
20221103 150400,88.6,88.67,88.51,88.54,389
20221103 150500,88.54,88.61,88.51,88.59,205
20221103 150600,88.59,88.66,88.57,88.59,131
20221103 150700,88.58,88.68,88.57,88.67,128
20221103 150800,88.67,88.69,88.63,88.64,242
20221103 150900,88.65,88.67,88.61,88.67,137
20221103 151000,88.67,88.77,88.65,88.76,126
20221103 151100,88.75,88.75,88.68,88.68,153
20221103 151200,88.68,88.73,88.63,88.67,228
20221103 151300,88.69,88.73,88.6,88.62,157
20221103 151400,88.63,88.65,88.6,88.64,102
20221103 151500,88.65,88.67,88.58,88.61,104
20221103 151600,88.63,88.66,88.6,88.62,148
20221103 151700,88.61,88.62,88.55,88.59,202
20221103 151800,88.59,88.66,88.54,88.6,223
20221103 151900,88.6,88.63,88.58,88.6,96
20221103 152000,88.59,88.66,88.57,88.63,175
20221103 152100,88.61,88.68,88.6,88.65,215
20221103 152200,88.65,88.68,88.62,88.68,122
20221103 152300,88.68,88.73,88.68,88.71,158
20221103 152400,88.72,88.75,88.7,88.74,103
20221103 152500,88.74,88.75,88.67,88.68,109
20221103 152600,88.67,88.77,88.66,88.75,189
20221103 152700,88.73,88.76,88.72,88.75,119
20221103 152800,88.74,88.76,88.65,88.7,194
20221103 152900,88.7,88.74,88.68,88.73,69
20221103 153000,88.73,88.74,88.62,88.68,205
20221103 153100,88.68,88.71,88.65,88.67,93
20221103 153200,88.67,88.67,88.55,88.63,425
20221103 153300,88.62,88.63,88.56,88.6,244
20221103 153400,88.59,88.66,88.57,88.66,176
20221103 153500,88.65,88.76,88.64,88.72,223
20221103 153600,88.72,88.74,88.7,88.72,207
20221103 153700,88.73,88.74,88.68,88.74,224
20221103 153800,88.73,88.83,88.68,88.75,457
20221103 153900,88.75,88.77,88.7,88.75,197
20221103 154000,88.75,88.86,88.73,88.85,379
20221103 154100,88.84,88.93,88.82,88.84,466
20221103 154200,88.85,88.85,88.67,88.72,255
20221103 154300,88.72,88.78,88.71,88.77,96
20221103 154400,88.78,88.86,88.77,88.86,229
20221103 154500,88.85,88.85,88.76,88.79,154
20221103 154600,88.79,88.87,88.79,88.85,208
20221103 154700,88.85,88.87,88.81,88.84,174
20221103 154800,88.84,88.87,88.78,88.79,196
20221103 154900,88.79,88.87,88.76,88.83,115
20221103 155000,88.83,88.83,88.73,88.78,180
20221103 155100,88.8,88.85,88.75,88.82,174
20221103 155200,88.82,88.84,88.77,88.82,173
20221103 155300,88.81,88.91,88.81,88.88,242
20221103 155400,88.88,88.91,88.82,88.91,240
20221103 155500,88.9,88.99,88.89,88.98,472
20221103 155600,88.99,88.99,88.92,88.96,215
20221103 155700,88.95,88.96,88.85,88.88,245
20221103 155800,88.89,88.93,88.83,88.84,208
20221103 155900,88.83,88.92,88.81,88.87,225
20221103 160000,88.86,88.92,88.86,88.91,148
20221103 160100,88.89,88.93,88.83,88.84,173
20221103 160200,88.84,88.96,88.83,88.96,224
20221103 160300,88.97,88.98,88.93,88.93,160
20221103 160400,88.93,89,88.93,88.94,163
20221103 160500,88.95,89,88.94,88.98,245
20221103 160600,88.97,89,88.94,88.96,316
20221103 160700,88.95,88.98,88.89,88.91,223
20221103 160800,88.91,88.94,88.81,88.85,363
20221103 160900,88.86,89,88.84,88.95,274
20221103 161000,88.95,89.05,88.93,88.95,400
20221103 161100,88.96,89.05,88.94,89.02,195
20221103 161200,89.03,89.05,88.98,88.99,211
20221103 161300,88.99,89.01,88.97,88.98,116
20221103 161400,88.98,88.98,88.9,88.94,250
20221103 161500,88.94,88.94,88.87,88.88,159
20221103 161600,88.87,88.92,88.8,88.82,231
20221103 161700,88.81,88.87,88.69,88.71,492
20221103 161800,88.71,88.87,88.68,88.84,372
20221103 161900,88.84,88.86,88.69,88.74,312
20221103 162000,88.74,88.83,88.72,88.8,196
20221103 162100,88.8,88.88,88.79,88.87,177
20221103 162200,88.88,88.9,88.82,88.82,307
20221103 162300,88.81,88.82,88.73,88.77,268
20221103 162400,88.77,88.8,88.75,88.76,140
20221103 162500,88.75,88.81,88.67,88.73,286
20221103 162600,88.72,88.77,88.69,88.76,200
