Date,Open,High,Low,Close,Volume
20221121 004900,106.91,106.91,106.905,106.905,3
20221121 005000,106.925,106.935,106.925,106.935,7
20221121 005100,106.94,106.94,106.915,106.915,4
20221121 005200,106.93,106.935,106.93,106.935,4
20221121 005300,106.935,106.935,106.935,106.935,2
20221121 005400,106.92,106.92,106.92,106.92,1
20221121 005500,106.935,106.935,106.93,106.93,30
20221121 005600,106.935,106.935,106.92,106.925,17
20221121 005700,106.94,106.96,106.94,106.955,31
20221121 005900,106.945,106.945,106.945,106.945,1
20221121 010000,106.94,106.96,106.94,106.955,254
20221121 010100,106.955,107,106.955,106.985,120
20221121 010200,106.985,107,106.975,106.975,149
20221121 010300,106.975,106.975,106.96,106.965,9
20221121 010400,106.96,106.975,106.96,106.975,39
20221121 010500,106.965,106.965,106.96,106.965,5
20221121 010600,106.965,106.98,106.965,106.975,9
20221121 010700,106.97,106.97,106.965,106.965,3
20221121 010800,106.955,106.955,106.955,106.955,2
20221121 010900,106.965,106.97,106.96,106.97,4
20221121 011000,106.975,106.98,106.975,106.98,8
20221121 011100,106.98,106.98,106.98,106.98,5
20221121 011200,106.965,106.965,106.96,106.96,7
20221121 011300,106.96,106.96,106.96,106.96,5
20221121 011400,106.96,106.97,106.96,106.97,3
20221121 011500,106.975,106.985,106.97,106.985,9
20221121 011600,106.96,106.975,106.955,106.97,7
20221121 011700,106.975,106.99,106.965,106.985,24
20221121 011800,107,107.06,107,107.05,47
20221121 011900,107.05,107.08,107.05,107.065,18
20221121 012000,107.05,107.05,107.03,107.03,4
20221121 012100,107.025,107.025,107.01,107.02,9
20221121 012200,107.02,107.035,107.015,107.025,31
20221121 012300,107.015,107.05,107.015,107.045,9
20221121 012400,107.05,107.05,107.05,107.05,15
20221121 012500,107.065,107.065,107.065,107.065,1
20221121 012600,107.07,107.07,107.055,107.055,7
20221121 012700,107.055,107.06,107.055,107.06,11
20221121 012800,107.065,107.065,107.065,107.065,7
20221121 012900,107.05,107.06,107.05,107.06,2
20221121 013000,107.055,107.055,107.055,107.055,1
20221121 013100,107.065,107.105,107.065,107.09,27
20221121 013200,107.09,107.1,107.075,107.075,13
20221121 013300,107.07,107.08,107.06,107.06,10
20221121 013400,107.055,107.06,107.045,107.045,19
20221121 013500,107.045,107.05,107.045,107.05,6
20221121 013600,107.045,107.045,107.025,107.03,15
20221121 013700,107.015,107.02,107.015,107.015,5
20221121 013800,107.015,107.02,107,107,21
20221121 013900,107,107.005,106.985,106.985,10
20221121 014000,106.985,106.985,106.96,106.965,9
20221121 014100,106.975,106.98,106.97,106.97,9
20221121 014200,106.97,106.97,106.96,106.96,16
20221121 014300,106.96,106.96,106.945,106.95,13
20221121 014400,106.94,106.95,106.935,106.945,28
20221121 014500,106.94,106.945,106.935,106.935,7
20221121 014600,106.93,106.935,106.93,106.935,5
20221121 014700,106.935,106.94,106.93,106.935,19
20221121 014800,106.93,106.935,106.93,106.935,4
20221121 014900,106.95,106.97,106.95,106.97,5
20221121 015000,106.965,106.98,106.965,106.98,3
20221121 015100,106.985,106.995,106.985,106.99,5
20221121 015200,107,107.005,106.99,107,12
20221121 015300,107,107,106.995,107,5
20221121 015400,107.005,107.01,107,107,14
20221121 015500,106.995,107.01,106.99,106.995,9
20221121 015600,106.995,107,106.985,106.985,9
20221121 015700,106.985,106.985,106.975,106.975,6
20221121 015800,106.975,106.985,106.97,106.985,6
20221121 015900,107,107.03,106.995,107.03,13
20221121 020000,107.02,107.02,107.005,107.01,29
20221121 020100,107.01,107.02,107.01,107.02,6
20221121 020200,107.025,107.025,107.02,107.02,9
20221121 020300,107.025,107.025,107.025,107.025,2
20221121 020400,107.02,107.02,107.02,107.02,10
20221121 020500,107.01,107.02,107.01,107.02,7
20221121 020600,107.04,107.08,107.04,107.06,41
20221121 020700,107.055,107.065,107.055,107.055,6
20221121 020800,107.06,107.06,107.06,107.06,1
20221121 020900,107.06,107.065,107.06,107.06,4
20221121 021000,107.05,107.065,107.045,107.065,8
20221121 021100,107.06,107.07,107.06,107.07,15
20221121 021200,107.085,107.09,107.08,107.085,8
20221121 021300,107.09,107.145,107.09,107.14,74
20221121 021400,107.135,107.14,107.13,107.13,10
20221121 021500,107.125,107.145,107.125,107.145,26
20221121 021600,107.145,107.185,107.135,107.155,81
20221121 021700,107.155,107.16,107.145,107.15,13
20221121 021800,107.155,107.155,107.14,107.15,7
20221121 021900,107.135,107.135,107.12,107.12,8
20221121 022000,107.12,107.12,107.11,107.11,15
20221121 022100,107.11,107.115,107.105,107.115,15
20221121 022200,107.105,107.11,107.09,107.1,10
20221121 022300,107.105,107.115,107.105,107.115,13
20221121 022400,107.115,107.115,107.08,107.08,5
20221121 022500,107.08,107.08,107.065,107.065,7
20221121 022600,107.075,107.08,107.07,107.08,4
20221121 022700,107.085,107.095,107.085,107.09,4
20221121 022800,107.095,107.095,107.085,107.085,3
20221121 022900,107.085,107.085,107.085,107.085,1
20221121 023000,107.085,107.085,107.065,107.065,12
20221121 023100,107.08,107.105,107.08,107.105,5
20221121 023200,107.1,107.115,107.095,107.115,4
20221121 023300,107.115,107.115,107.115,107.115,1
20221121 023400,107.115,107.115,107.09,107.09,2
20221121 023500,107.1,107.1,107.1,107.1,2
20221121 023600,107.105,107.115,107.105,107.115,4
20221121 023700,107.125,107.125,107.125,107.125,2
20221121 023800,107.125,107.13,107.125,107.125,4
20221121 023900,107.12,107.12,107.12,107.12,4
20221121 024000,107.13,107.13,107.12,107.125,3
20221121 024100,107.135,107.155,107.135,107.145,10
20221121 024200,107.15,107.15,107.135,107.135,5
20221121 024300,107.135,107.155,107.135,107.155,6
20221121 024400,107.15,107.15,107.135,107.135,6
20221121 024500,107.14,107.14,107.135,107.14,3
20221121 024600,107.14,107.165,107.14,107.165,17
20221121 024700,107.17,107.17,107.165,107.17,6
20221121 024800,107.17,107.18,107.17,107.175,29
20221121 024900,107.17,107.17,107.165,107.17,26
20221121 025000,107.175,107.18,107.17,107.18,17
20221121 025100,107.17,107.175,107.165,107.165,18
20221121 025200,107.165,107.17,107.155,107.155,10
20221121 025300,107.155,107.17,107.155,107.17,3
20221121 025400,107.15,107.165,107.15,107.165,8
20221121 025500,107.16,107.165,107.16,107.165,3
20221121 025600,107.165,107.18,107.165,107.18,48
20221121 025700,107.185,107.185,107.18,107.18,8
20221121 025900,107.16,107.18,107.16,107.175,13
20221121 030000,107.18,107.185,107.175,107.185,9
20221121 030100,107.19,107.195,107.185,107.185,5
20221121 030200,107.185,107.185,107.185,107.185,3
20221121 030300,107.17,107.17,107.145,107.145,5
20221121 030400,107.14,107.145,107.135,107.135,4
20221121 030500,107.135,107.145,107.135,107.145,10
20221121 030600,107.15,107.155,107.15,107.155,6
20221121 030700,107.145,107.145,107.145,107.145,1
20221121 030800,107.14,107.14,107.14,107.14,2
20221121 030900,107.155,107.155,107.14,107.14,3
20221121 031100,107.13,107.13,107.125,107.13,4
20221121 031300,107.11,107.11,107.11,107.11,1
20221121 031400,107.12,107.12,107.12,107.12,5
20221121 031500,107.115,107.12,107.11,107.12,10
20221121 031600,107.115,107.12,107.115,107.12,3
20221121 031700,107.12,107.125,107.12,107.125,4
20221121 031800,107.125,107.135,107.125,107.13,5
20221121 031900,107.12,107.12,107.12,107.12,1
20221121 032000,107.125,107.125,107.11,107.125,5
20221121 032100,107.13,107.135,107.125,107.125,4
20221121 032200,107.12,107.12,107.12,107.12,1
20221121 032300,107.105,107.11,107.1,107.1,3
20221121 032400,107.095,107.1,107.095,107.1,4
20221121 032500,107.095,107.095,107.095,107.095,1
20221121 032600,107.095,107.105,107.095,107.095,3
20221121 032700,107.1,107.1,107.095,107.095,4
20221121 032800,107.105,107.105,107.105,107.105,1
20221121 032900,107.105,107.11,107.105,107.11,4
20221121 033000,107.12,107.12,107.115,107.115,2
20221121 033100,107.11,107.115,107.095,107.1,8
20221121 033200,107.09,107.09,107.075,107.075,8
20221121 033300,107.075,107.08,107.07,107.08,10
20221121 033400,107.08,107.08,107.08,107.08,1
20221121 033500,107.095,107.105,107.095,107.105,6
20221121 033600,107.11,107.11,107.11,107.11,2
20221121 033700,107.11,107.115,107.11,107.115,11
20221121 033900,107.11,107.11,107.11,107.11,3
20221121 034000,107.11,107.12,107.11,107.115,11
20221121 034200,107.125,107.135,107.12,107.135,6
20221121 034300,107.125,107.125,107.12,107.12,3
20221121 034400,107.13,107.135,107.125,107.125,8
20221121 034500,107.115,107.115,107.115,107.115,1
20221121 034600,107.11,107.11,107.1,107.1,3
20221121 034700,107.09,107.09,107.09,107.09,1
20221121 035100,107.1,107.1,107.1,107.1,2
20221121 035200,107.105,107.115,107.1,107.115,6
20221121 035300,107.115,107.115,107.1,107.105,5
20221121 035500,107.095,107.095,107.09,107.09,3
20221121 035600,107.095,107.095,107.09,107.09,3
20221121 035700,107.085,107.085,107.08,107.08,5
20221121 035800,107.08,107.085,107.07,107.075,19
20221121 035900,107.075,107.075,107.075,107.075,1
20221121 040100,107.075,107.075,107.065,107.065,3
20221121 040200,107.06,107.06,107.05,107.05,8
20221121 040300,107.055,107.06,107.055,107.06,10
20221121 040400,107.06,107.06,107.06,107.06,1
20221121 040500,107.07,107.07,107.07,107.07,1
20221121 040600,107.065,107.065,107.06,107.06,5
20221121 040700,107.065,107.065,107.065,107.065,2
20221121 040800,107.07,107.07,107.07,107.07,1
20221121 040900,107.065,107.065,107.065,107.065,1
20221121 041000,107.065,107.065,107.065,107.065,1
20221121 041100,107.065,107.065,107.065,107.065,2
20221121 041200,107.065,107.065,107.065,107.065,1
20221121 041300,107.075,107.075,107.075,107.075,2
20221121 041400,107.085,107.09,107.08,107.09,7
20221121 041500,107.085,107.1,107.085,107.085,12
20221121 041600,107.09,107.1,107.09,107.1,8
20221121 041700,107.09,107.09,107.09,107.09,1
20221121 041800,107.105,107.115,107.105,107.115,9
20221121 041900,107.11,107.12,107.11,107.115,4
20221121 042000,107.115,107.115,107.115,107.115,2
20221121 042100,107.115,107.12,107.115,107.12,10
20221121 042200,107.12,107.125,107.115,107.125,39
20221121 042300,107.13,107.15,107.13,107.145,20
20221121 042400,107.155,107.165,107.155,107.165,4
20221121 042500,107.165,107.165,107.145,107.145,7
20221121 042600,107.155,107.155,107.155,107.155,1
20221121 042700,107.16,107.16,107.155,107.155,4
20221121 042800,107.16,107.16,107.16,107.16,2
20221121 042900,107.16,107.165,107.16,107.165,2
20221121 043000,107.16,107.16,107.15,107.155,15
20221121 043100,107.155,107.175,107.155,107.175,19
20221121 043200,107.175,107.21,107.175,107.205,42
20221121 043300,107.2,107.225,107.2,107.22,11
20221121 043400,107.22,107.22,107.215,107.215,12
20221121 043500,107.225,107.26,107.225,107.26,251
20221121 043600,107.25,107.265,107.245,107.265,30
20221121 043700,107.26,107.305,107.26,107.305,280
20221121 043800,107.3,107.305,107.28,107.28,60
20221121 043900,107.275,107.275,107.245,107.25,12
20221121 044000,107.245,107.25,107.245,107.25,9
20221121 044100,107.245,107.245,107.245,107.245,5
20221121 044300,107.24,107.24,107.235,107.24,6
20221121 044400,107.24,107.255,107.24,107.245,4
20221121 044500,107.255,107.265,107.255,107.255,7
20221121 044600,107.255,107.255,107.25,107.25,4
20221121 044700,107.25,107.255,107.25,107.25,3
20221121 044800,107.25,107.255,107.245,107.255,3
20221121 044900,107.24,107.24,107.24,107.24,2
20221121 045000,107.235,107.25,107.235,107.25,2
20221121 045100,107.25,107.275,107.25,107.275,6
20221121 045200,107.265,107.28,107.265,107.27,6
20221121 045300,107.27,107.275,107.27,107.275,3
20221121 045400,107.27,107.29,107.27,107.29,4
20221121 045500,107.285,107.285,107.275,107.275,7
20221121 045600,107.27,107.27,107.25,107.25,23
20221121 045700,107.245,107.25,107.235,107.25,6
20221121 045800,107.25,107.25,107.25,107.25,2
20221121 045900,107.24,107.245,107.24,107.245,6
20221121 050000,107.23,107.25,107.23,107.25,7
20221121 050100,107.25,107.255,107.245,107.25,6
20221121 050200,107.255,107.275,107.255,107.26,14
20221121 050300,107.255,107.27,107.255,107.27,7
20221121 050400,107.26,107.27,107.26,107.27,3
20221121 050500,107.275,107.29,107.275,107.275,18
20221121 050600,107.275,107.295,107.275,107.295,7
20221121 050700,107.29,107.29,107.285,107.285,10
20221121 050800,107.27,107.28,107.27,107.28,5
20221121 050900,107.285,107.285,107.28,107.28,6
20221121 051000,107.275,107.275,107.25,107.25,9
20221121 051100,107.255,107.255,107.25,107.255,5
20221121 051200,107.25,107.25,107.25,107.25,1
20221121 051300,107.255,107.285,107.255,107.275,5
20221121 051400,107.265,107.29,107.265,107.285,10
20221121 051500,107.27,107.28,107.27,107.28,6
20221121 051600,107.265,107.265,107.26,107.26,3
20221121 051700,107.26,107.26,107.24,107.25,9
20221121 051800,107.245,107.26,107.245,107.26,3
20221121 051900,107.26,107.265,107.26,107.265,8
20221121 052000,107.265,107.275,107.265,107.275,5
20221121 052100,107.27,107.275,107.26,107.26,8
20221121 052200,107.28,107.3,107.28,107.3,6
20221121 052300,107.305,107.305,107.295,107.295,3
20221121 052400,107.3,107.3,107.29,107.29,4
20221121 052500,107.29,107.29,107.27,107.275,7
20221121 052600,107.265,107.265,107.265,107.265,2
20221121 052700,107.245,107.275,107.245,107.275,4
20221121 052800,107.275,107.28,107.275,107.28,3
20221121 052900,107.27,107.27,107.265,107.27,4
20221121 053000,107.265,107.265,107.255,107.265,4
20221121 053100,107.275,107.275,107.275,107.275,4
20221121 053200,107.275,107.275,107.27,107.27,2
20221121 053300,107.265,107.28,107.265,107.28,4
20221121 053400,107.27,107.27,107.27,107.27,1
20221121 053600,107.255,107.255,107.24,107.245,9
20221121 053700,107.24,107.245,107.235,107.245,8
20221121 053800,107.25,107.275,107.25,107.27,21
20221121 053900,107.27,107.27,107.27,107.27,2
20221121 054000,107.255,107.255,107.255,107.255,1
20221121 054100,107.265,107.285,107.265,107.285,13
20221121 054200,107.285,107.285,107.285,107.285,2
20221121 054300,107.29,107.335,107.29,107.325,210
20221121 054400,107.325,107.325,107.295,107.3,44
20221121 054500,107.295,107.3,107.295,107.3,3
20221121 054600,107.3,107.31,107.3,107.31,4
20221121 054700,107.31,107.31,107.29,107.29,8
20221121 054800,107.295,107.295,107.29,107.29,3
20221121 054900,107.285,107.285,107.275,107.275,6
20221121 055000,107.275,107.275,107.26,107.26,3
20221121 055100,107.265,107.27,107.265,107.27,4
20221121 055200,107.26,107.26,107.25,107.25,11
20221121 055300,107.245,107.255,107.245,107.255,7
20221121 055400,107.255,107.26,107.25,107.26,7
20221121 055500,107.26,107.27,107.26,107.27,4
20221121 055600,107.265,107.265,107.255,107.255,5
20221121 055700,107.26,107.29,107.26,107.29,13
20221121 055800,107.285,107.285,107.265,107.275,8
20221121 055900,107.265,107.265,107.245,107.245,6
20221121 060000,107.245,107.25,107.245,107.25,2
20221121 060100,107.27,107.27,107.255,107.26,12
20221121 060200,107.26,107.265,107.25,107.255,6
20221121 060300,107.26,107.26,107.24,107.245,39
20221121 060400,107.245,107.245,107.24,107.24,5
20221121 060500,107.24,107.24,107.23,107.23,4
20221121 060600,107.23,107.24,107.23,107.24,3
20221121 060700,107.24,107.25,107.24,107.25,2
20221121 060800,107.255,107.255,107.25,107.25,4
20221121 060900,107.26,107.26,107.26,107.26,2
20221121 061000,107.25,107.26,107.245,107.245,8
20221121 061100,107.245,107.27,107.245,107.27,8
20221121 061200,107.255,107.27,107.245,107.27,12
20221121 061300,107.265,107.27,107.26,107.265,6
20221121 061400,107.265,107.265,107.245,107.245,7
20221121 061500,107.245,107.245,107.245,107.245,1
20221121 061600,107.24,107.24,107.23,107.235,9
20221121 061700,107.24,107.24,107.235,107.235,3
20221121 061800,107.23,107.23,107.215,107.215,10
20221121 061900,107.215,107.235,107.215,107.235,7
20221121 062000,107.235,107.235,107.23,107.235,8
20221121 062100,107.235,107.25,107.235,107.25,4
20221121 062200,107.24,107.24,107.24,107.24,3
20221121 062300,107.255,107.26,107.255,107.255,6
20221121 062400,107.245,107.25,107.245,107.25,3
20221121 062500,107.245,107.25,107.245,107.25,4
20221121 062600,107.24,107.24,107.225,107.235,30
20221121 062700,107.245,107.245,107.245,107.245,2
20221121 062800,107.245,107.26,107.245,107.26,4
20221121 062900,107.28,107.28,107.27,107.275,9
20221121 063000,107.285,107.3,107.285,107.295,15
20221121 063100,107.29,107.3,107.29,107.3,7
20221121 063200,107.295,107.295,107.29,107.295,5
20221121 063300,107.29,107.29,107.28,107.28,3
20221121 063400,107.295,107.31,107.295,107.31,5
20221121 063500,107.31,107.31,107.305,107.305,4
20221121 063600,107.3,107.3,107.29,107.29,4
20221121 063700,107.285,107.285,107.28,107.285,8
20221121 063800,107.295,107.295,107.295,107.295,4
20221121 063900,107.295,107.33,107.295,107.33,10
20221121 064000,107.325,107.355,107.31,107.345,29
20221121 064100,107.345,107.395,107.345,107.39,57
20221121 064200,107.385,107.395,107.375,107.385,28
20221121 064300,107.38,107.38,107.37,107.375,16
20221121 064400,107.38,107.38,107.375,107.375,2
20221121 064500,107.37,107.37,107.36,107.36,4
20221121 064600,107.365,107.37,107.365,107.365,10
20221121 064700,107.375,107.375,107.36,107.36,5
20221121 064800,107.37,107.375,107.37,107.375,10
20221121 064900,107.385,107.405,107.385,107.395,22
20221121 065000,107.395,107.405,107.395,107.4,3
20221121 065100,107.395,107.455,107.395,107.445,79
20221121 065200,107.435,107.455,107.435,107.445,24
20221121 065300,107.44,107.445,107.42,107.425,14
20221121 065400,107.43,107.43,107.415,107.415,10
20221121 065500,107.42,107.45,107.42,107.45,13
20221121 065600,107.45,107.455,107.44,107.44,11
20221121 065700,107.43,107.445,107.42,107.445,13
20221121 065800,107.435,107.44,107.43,107.435,10
20221121 065900,107.45,107.455,107.445,107.45,14
20221121 070000,107.455,107.48,107.455,107.465,22
20221121 070100,107.465,107.475,107.44,107.475,26
20221121 070200,107.46,107.46,107.45,107.45,7
20221121 070300,107.43,107.445,107.43,107.445,28
20221121 070400,107.46,107.5,107.455,107.5,46
20221121 070500,107.495,107.495,107.44,107.44,16
20221121 070600,107.45,107.46,107.45,107.46,18
20221121 070700,107.475,107.475,107.455,107.455,10
20221121 070800,107.455,107.46,107.425,107.43,15
20221121 070900,107.425,107.435,107.41,107.425,10
20221121 071000,107.405,107.405,107.405,107.405,2
20221121 071200,107.43,107.43,107.4,107.42,6
20221121 071300,107.415,107.42,107.4,107.405,14
20221121 071400,107.395,107.405,107.38,107.405,43
20221121 071500,107.405,107.405,107.385,107.385,4
20221121 071600,107.38,107.4,107.38,107.4,6
20221121 071700,107.405,107.41,107.4,107.405,6
20221121 071800,107.41,107.415,107.4,107.4,5
20221121 071900,107.415,107.455,107.415,107.45,5
20221121 072000,107.455,107.455,107.405,107.405,20
20221121 072100,107.41,107.42,107.405,107.405,6
20221121 072200,107.41,107.41,107.395,107.395,10
20221121 072300,107.395,107.4,107.395,107.395,4
20221121 072400,107.39,107.39,107.39,107.39,1
20221121 072500,107.395,107.4,107.385,107.4,5
20221121 072600,107.41,107.415,107.4,107.415,15
20221121 072700,107.415,107.42,107.415,107.42,7
20221121 072800,107.4,107.4,107.39,107.395,14
20221121 072900,107.395,107.4,107.39,107.4,3
20221121 073000,107.395,107.395,107.395,107.395,2
20221121 073100,107.42,107.425,107.4,107.4,6
20221121 073200,107.395,107.395,107.38,107.38,3
20221121 073300,107.385,107.39,107.375,107.38,4
20221121 073400,107.37,107.375,107.34,107.34,21
20221121 073500,107.335,107.345,107.33,107.345,8
20221121 073600,107.34,107.34,107.32,107.32,9
20221121 073700,107.325,107.34,107.32,107.34,5
20221121 073800,107.33,107.33,107.32,107.33,7
20221121 073900,107.33,107.33,107.31,107.31,5
20221121 074000,107.325,107.33,107.325,107.325,8
20221121 074100,107.345,107.35,107.33,107.345,21
20221121 074200,107.345,107.355,107.345,107.35,281
20221121 074300,107.35,107.38,107.34,107.375,24
20221121 074400,107.375,107.385,107.355,107.355,30
20221121 074500,107.35,107.36,107.345,107.36,10
20221121 074600,107.36,107.36,107.355,107.355,5
20221121 074700,107.37,107.39,107.37,107.375,7
20221121 074800,107.36,107.36,107.35,107.35,7
20221121 074900,107.37,107.395,107.37,107.395,6
20221121 075000,107.395,107.395,107.38,107.39,25
20221121 075100,107.385,107.39,107.385,107.39,8
20221121 075200,107.385,107.385,107.38,107.385,8
20221121 075300,107.39,107.4,107.38,107.4,9
20221121 075400,107.405,107.42,107.405,107.41,12
20221121 075500,107.395,107.405,107.395,107.405,2
20221121 075600,107.395,107.395,107.38,107.38,9
20221121 075700,107.375,107.375,107.37,107.37,5
20221121 075800,107.38,107.455,107.38,107.455,29
20221121 075900,107.45,107.5,107.45,107.49,60
20221121 080000,107.49,107.51,107.47,107.47,28
20221121 080100,107.465,107.48,107.445,107.455,67
20221121 080200,107.445,107.45,107.435,107.44,8
20221121 080300,107.44,107.45,107.415,107.425,16
20221121 080400,107.415,107.415,107.41,107.415,13
20221121 080500,107.41,107.41,107.37,107.37,14
20221121 080600,107.37,107.37,107.355,107.365,12
20221121 080700,107.375,107.38,107.36,107.37,14
20221121 080800,107.365,107.4,107.365,107.4,27
20221121 080900,107.4,107.41,107.395,107.405,9
20221121 081000,107.395,107.415,107.395,107.41,5
20221121 081100,107.43,107.44,107.42,107.42,15
20221121 081200,107.395,107.395,107.39,107.39,7
20221121 081300,107.38,107.38,107.36,107.36,16
20221121 081400,107.36,107.36,107.36,107.36,4
20221121 081500,107.375,107.385,107.375,107.385,8
20221121 081600,107.39,107.39,107.38,107.38,3
20221121 081700,107.415,107.48,107.415,107.45,17
20221121 081800,107.44,107.48,107.44,107.47,31
20221121 081900,107.47,107.48,107.465,107.465,6
20221121 082000,107.44,107.455,107.425,107.425,14
20221121 082100,107.425,107.46,107.425,107.46,10
20221121 082200,107.44,107.445,107.44,107.445,9
20221121 082300,107.46,107.46,107.45,107.45,12
20221121 082400,107.45,107.45,107.445,107.45,7
20221121 082500,107.42,107.425,107.4,107.4,7
20221121 082600,107.4,107.4,107.385,107.4,7
20221121 082700,107.41,107.41,107.365,107.365,23
20221121 082800,107.36,107.385,107.36,107.375,43
20221121 082900,107.38,107.385,107.37,107.375,17
20221121 083000,107.365,107.385,107.365,107.385,17
20221121 083100,107.39,107.395,107.39,107.395,4
20221121 083200,107.39,107.415,107.38,107.415,15
20221121 083300,107.415,107.42,107.385,107.385,10
20221121 083400,107.405,107.43,107.405,107.43,22
20221121 083500,107.43,107.455,107.43,107.45,37
20221121 083600,107.44,107.445,107.425,107.445,30
20221121 083700,107.445,107.485,107.445,107.465,60
20221121 083800,107.47,107.49,107.47,107.485,111
20221121 083900,107.48,107.505,107.48,107.505,9
20221121 084000,107.495,107.51,107.49,107.49,24
20221121 084100,107.49,107.495,107.485,107.485,10
20221121 084200,107.475,107.475,107.46,107.465,7
20221121 084300,107.47,107.48,107.47,107.48,12
20221121 084400,107.48,107.49,107.48,107.49,4
20221121 084500,107.505,107.505,107.475,107.475,13
20221121 084600,107.475,107.475,107.465,107.47,18
20221121 084700,107.485,107.495,107.485,107.485,8
20221121 084800,107.495,107.52,107.495,107.51,21
20221121 084900,107.495,107.505,107.495,107.5,11
20221121 085000,107.51,107.51,107.505,107.505,7
20221121 085100,107.51,107.51,107.5,107.5,11
20221121 085200,107.505,107.52,107.505,107.515,10
20221121 085300,107.52,107.545,107.52,107.53,19
20221121 085400,107.53,107.53,107.52,107.53,22
20221121 085500,107.525,107.545,107.525,107.545,11
20221121 085600,107.55,107.555,107.535,107.535,10
20221121 085700,107.53,107.535,107.525,107.525,11
20221121 085800,107.52,107.52,107.5,107.5,12
20221121 085900,107.49,107.515,107.49,107.51,5
20221121 090000,107.505,107.53,107.505,107.525,12
20221121 090100,107.52,107.52,107.48,107.495,76
20221121 090200,107.49,107.5,107.47,107.5,41
20221121 090300,107.495,107.52,107.495,107.52,4
20221121 090400,107.515,107.525,107.51,107.51,28
20221121 090500,107.52,107.545,107.52,107.545,32
20221121 090600,107.54,107.54,107.535,107.535,3
20221121 090700,107.535,107.54,107.535,107.535,6
